"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
1485,21.41835,-158.943693,"(21.41835, -158.943693)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",72.10476157596105 km
1486,21.42055,-159.073766,"(21.42055, -159.07376599999998)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",63.03194957509746 km
1487,21.4213,-159.497359,"(21.4213, -159.49735900000002)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",50.418218590856824 km
1488,21.42199,-156.206449,"(21.42199, -156.206449)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",55.74644570650804 km
1489,21.42289,-157.865264,"(21.42289, -157.865264)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",4.341115772334985 km
1490,21.42334,-158.365876,"(21.42334, -158.36587600000001)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",18.7430412766368 km
1491,21.42361,-155.64942,"(21.42361, -155.64942)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",88.53362184323022 km
1492,21.42362,-159.287625,"(21.42362, -159.287625)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",52.456684189184855 km
1493,21.42367,-158.140175,"(21.42367, -158.140175)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",3.688678269780585 km
1494,21.42615,-158.590035,"(21.42615, -158.590035)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",41.93648057483618 km
1495,21.42903,-157.360991,"(21.429029999999997, -157.36099099999998)",7-Eleven Hawaii Kai,21.2942,-157.71054,"(21.2942, -157.71053999999998)",39.207786684186225 km
1496,21.43215,-157.131266,"(21.43215, -157.13126599999998)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",61.97358767533486 km
1497,21.43256,-157.484506,"(21.432560000000002, -157.484506)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",26.86495055321177 km
1498,21.43462,-157.818835,"(21.434620000000002, -157.818835)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",0.738023904768742 km
1499,21.43476,-157.35566,"(21.43476, -157.35566)",7-Eleven Hawaii Kai,21.2942,-157.71054,"(21.2942, -157.71053999999998)",39.961735239609304 km
1500,21.43582,-159.169119,"(21.43582, -159.169119)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",56.169761605165974 km
1501,21.43704,-158.988271,"(21.43704, -158.988271)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",67.38689854472776 km
1502,21.43722,-158.960336,"(21.43722, -158.960336)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",69.40934807505204 km
1503,21.43809,-157.217713,"(21.43809, -157.21771299999997)",7-Eleven Hawaii Kai,21.2942,-157.71054,"(21.2942, -157.71053999999998)",53.53875781844881 km
1504,21.43811,-158.161751,"(21.43811, -158.161751)",Waianae Shopping Mall,21.4356,-158.1839,"(21.4356, -158.1839)",2.3128312295011138 km
1505,21.43916,-158.524096,"(21.43916, -158.524096)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",35.08226346397378 km
1506,21.44258,-157.695855,"(21.44258, -157.695855)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",7.231029264965698 km
1507,21.44396,-156.561786,"(21.44396, -156.561786)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",50.120644689848135 km
1508,21.44772,-155.296548,"(21.44772, -155.296548)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",120.7569084093052 km
1509,21.44869,-159.230968,"(21.44869, -159.230968)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",51.96741068756323 km
1510,21.44886,-155.8683,"(21.44886, -155.8683)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",74.17532562595653 km
1511,21.44943,-157.547566,"(21.44943, -157.547566)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",20.959520474126336 km
1512,21.45044,-155.295958,"(21.45044, -155.295958)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",120.95318484778042 km
1513,21.45076,-157.861794,"(21.45076, -157.861794)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",4.073364232680717 km
1514,21.45337,-156.206886,"(21.45337, -156.206886)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",59.137522146445704 km
1515,21.4546,-159.243969,"(21.4546, -159.243969)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",50.82151370909373 km
1516,21.45595,-155.093454,"(21.45595, -155.093454)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",140.0499351298508 km
1517,21.45681,-158.316478,"(21.45681, -158.316478)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",13.732384716430007 km
1518,21.45685,-159.527759,"(21.45685, -159.527759)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",46.885959798987166 km
1519,21.45847,-155.956311,"(21.458470000000002, -155.956311)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",69.65217454262482 km
1520,21.45943,-155.967229,"(21.459429999999998, -155.967229)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",69.1340731822497 km
1521,21.46311,-158.118808,"(21.46311, -158.118808)",Waianae Shopping Mall,21.4356,-158.1839,"(21.4356, -158.1839)",7.40286835259349 km
1522,21.46344,-157.725193,"(21.46344, -157.725193)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",7.9256597816701575 km
1523,21.47158,-157.843945,"(21.47158, -157.843945)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",4.365453690409416 km
1524,21.47358,-156.443662,"(21.47358, -156.44366200000002)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",56.86299651732579 km
1525,21.47665,-155.350963,"(21.47665, -155.35096299999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",117.42533676045439 km
1526,21.47778,-157.552985,"(21.47778, -157.552985)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",21.632004423257936 km
1527,21.4787,-156.279922,"(21.4787, -156.279922)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",60.90564424983418 km
1528,21.4797,-156.940995,"(21.4797, -156.940995)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",60.855227248330344 km
1529,21.48027,-158.922976,"(21.48027, -158.922976)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",69.10570227066165 km
1530,21.4827,-157.400316,"(21.4827, -157.400316)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",36.631862237771706 km
1531,21.48389,-156.358836,"(21.48389, -156.358836)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",61.46967458804673 km
1532,21.4847,-156.860201,"(21.4847, -156.860201)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",57.750582620869196 km
1533,21.48621,-156.883496,"(21.48621, -156.883496)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",58.8377697220254 km
1534,21.48685,-155.194934,"(21.48685, -155.19493400000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",132.09200348422416 km
1535,21.48707,-159.259933,"(21.487070000000003, -159.25993300000002)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",46.86491065907157 km
1536,21.48741,-156.941153,"(21.48741, -156.941153)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",61.609492143302674 km
1537,21.48818,-157.74587,"(21.48818, -157.74587)",Windward Mall,21.42054,-157.80586,"(21.42054, -157.80586)",9.734196561794134 km
1538,21.48826,-158.31798,"(21.48826, -158.31798)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",14.835555353581995 km
1539,21.48866,-158.541008,"(21.48866, -158.541008)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",37.26799227749136 km
1540,21.48988,-158.08069,"(21.48988, -158.08069)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",5.8946891458827 km
1541,21.49189,-155.163221,"(21.491889999999998, -155.163221)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",135.26649275597637 km
1542,21.49289,-158.724556,"(21.49289, -158.724556)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",56.19208064049757 km
1543,21.49365,-155.283412,"(21.49365, -155.283412)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",124.41630475401361 km
1544,21.49425,-155.202246,"(21.49425, -155.202246)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",131.80500203749517 km
1545,21.49695,-158.984755,"(21.49695, -158.984755)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",63.04043989107241 km
1546,21.49709,-159.33986,"(21.49709, -159.33986000000002)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",43.15894010903727 km
1547,21.49764,-158.062067,"(21.49764, -158.06206699999998)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",3.9475973940939135 km
1548,21.50027,-155.433638,"(21.50027, -155.433638)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",111.61138472130872 km
1549,21.50285,-158.606041,"(21.50285, -158.606041)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",44.17050668069028 km
1550,21.50448,-155.262781,"(21.504479999999997, -155.26278100000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",126.86730709171972 km
1551,21.50586,-159.064786,"(21.505860000000002, -159.064786)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",56.3998406339185 km
1552,21.50719,-159.492981,"(21.507189999999998, -159.49298100000001)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",40.9048443453289 km
1553,21.50898,-159.37276,"(21.508979999999998, -159.37276)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",41.17409795896265 km
1554,21.50988,-157.04783,"(21.50988, -157.04783)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",69.64450984947592 km
1555,21.51016,-156.513912,"(21.51016, -156.513912)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",58.37504807499751 km
1556,21.51086,-159.470755,"(21.51086, -159.470755)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",40.35243315679564 km
1557,21.51198,-159.186641,"(21.511979999999998, -159.18664099999998)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",48.02447794241777 km
1558,21.5137,-156.768444,"(21.5137, -156.768444)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",58.09863422441816 km
1559,21.51803,-158.566217,"(21.51803, -158.566217)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",40.44207529819657 km
1560,21.5183,-157.661121,"(21.5183, -157.661121)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",16.1519467773804 km
1561,21.5186,-158.842493,"(21.5186, -158.842493)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",68.6645919899659 km
1562,21.51863,-155.411624,"(21.518629999999998, -155.411624)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",114.64189074005179 km
1563,21.51895,-155.108434,"(21.51895, -155.10843400000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",141.68508482999167 km
1564,21.51951,-157.758127,"(21.51951, -157.758127)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",11.6053846690048 km
1565,21.52029,-157.158311,"(21.52029, -157.158311)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",61.950462511448535 km
1566,21.5204,-155.773258,"(21.5204, -155.773258)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",86.58363764352282 km
1567,21.52053,-158.277905,"(21.520529999999997, -158.277905)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",13.290743591086622 km
1568,21.52073,-156.79615,"(21.52073, -156.79615)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",59.50225054746778 km
1569,21.52092,-158.276331,"(21.52092, -158.276331)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",13.204225155391603 km
1570,21.5223,-155.151281,"(21.5223, -155.151281)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",137.92629494588613 km
1571,21.52291,-157.590466,"(21.52291, -157.590466)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",21.252166163820654 km
1572,21.52341,-157.299405,"(21.523410000000002, -157.299405)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",47.94918145553848 km
1573,21.52512,-158.825175,"(21.52512, -158.825175)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",66.985537376327 km
1574,21.52644,-157.146324,"(21.52644, -157.146324)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",63.31682066290865 km
1575,21.52726,-157.156369,"(21.527260000000002, -157.15636899999998)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",62.32780158006437 km
1576,21.5275,-156.477925,"(21.5275, -156.477925)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",61.25135536495457 km
1577,21.52786,-158.852557,"(21.52786, -158.85255700000002)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",69.8366246766505 km
1578,21.52816,-156.562718,"(21.52816, -156.562718)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",59.278787009110296 km
1579,21.52974,-157.81224,"(21.52974, -157.81224)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",10.473905471450948 km
1580,21.5298,-159.297928,"(21.5298, -159.297928)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",40.99712878779812 km
1581,21.53047,-157.005865,"(21.53047, -157.005865)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",69.11434756493641 km
1582,21.53143,-158.604655,"(21.53143, -158.604655)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",44.65696835744091 km
1583,21.53499,-157.610541,"(21.53499, -157.61054099999998)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",20.75313977679216 km
1584,21.53512,-158.60192,"(21.535120000000003, -158.60192)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",44.478820187699675 km
1585,21.5354,-158.313827,"(21.5354, -158.313827)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",17.168879526054862 km
1586,21.53632,-157.428121,"(21.53632, -157.428121)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",36.10264082530192 km
1587,21.54149,-158.141881,"(21.54149, -158.141881)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",10.829430009669382 km
1588,21.5424,-156.615608,"(21.5424, -156.615608)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",60.214083564635054 km
1589,21.54581,-156.818627,"(21.54581, -156.818627)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",62.78710250315597 km
1590,21.54644,-156.821383,"(21.54644, -156.821383)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",62.932059454195446 km
1591,21.54903,-158.266052,"(21.54903, -158.266052)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",14.92994861572867 km
1592,21.54974,-157.086557,"(21.54974, -157.086557)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",69.9496676169818 km
1593,21.55035,-155.102315,"(21.55035, -155.102315)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",143.86470261579976 km
1594,21.5504,-157.236766,"(21.5504, -157.236766)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",55.04753427535701 km
1595,21.55132,-155.706417,"(21.55132, -155.706417)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",93.76129924405572 km
1596,21.55314,-155.355094,"(21.55314, -155.355094)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",121.63261748724841 km
1597,21.55381,-157.796661,"(21.553810000000002, -157.796661)",Koolau Center,21.436,-157.8258,"(21.436, -157.8258)",13.389252963051314 km
1598,21.55432,-156.809594,"(21.55432, -156.809594)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",63.45145249584963 km
1599,21.55645,-156.652209,"(21.55645, -156.652209)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",61.63049404800771 km
1600,21.5569,-155.096702,"(21.5569, -155.096702)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",144.72090154359228 km
1601,21.55988,-158.615844,"(21.55988, -158.61584399999998)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",46.60048979949741 km
1602,21.56056,-158.300269,"(21.56056, -158.300269)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",18.105089582976586 km
1603,21.56088,-155.234018,"(21.560879999999997, -155.234018)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",132.62149550850307 km
1604,21.56553,-155.202949,"(21.56553, -155.202949)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",135.63819047228878 km
1605,21.56736,-157.949916,"(21.56736, -157.949916)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",9.259428600417078 km
1606,21.56873,-158.506019,"(21.56873, -158.50601899999998)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",36.250827865143954 km
1607,21.56942,-155.261623,"(21.56942, -155.261623)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",130.70185036694312 km
1608,21.57178,-156.966297,"(21.57178, -156.966297)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",71.08315125177081 km
1609,21.57281,-155.008269,"(21.57281, -155.00826899999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",153.6402342125764 km
1610,21.5771,-156.191488,"(21.5771, -156.191488)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",72.89003289454836 km
1611,21.57716,-159.487657,"(21.57716, -159.487657)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",33.13989952893669 km
1612,21.57731,-158.904265,"(21.57731, -158.90426499999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",62.700341384807544 km
1613,21.5796,-157.328777,"(21.5796, -157.328777)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",47.450773755377455 km
1614,21.5797,-157.069996,"(21.5797, -157.069996)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",72.49300652276983 km
1615,21.58044,-155.707455,"(21.58044, -155.707455)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",96.07679302114639 km
1616,21.58381,-159.501202,"(21.58381, -159.501202)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",32.57512920860596 km
1617,21.58719,-159.471863,"(21.58719, -159.47186299999998)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",31.91311755197079 km
1618,21.58724,-159.121114,"(21.587239999999998, -159.12111399999998)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",45.88575673240172 km
1619,21.58751,-158.328408,"(21.58751, -158.328408)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",22.270452234648406 km
1620,21.58762,-157.474548,"(21.58762, -157.474548)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",35.06543407820254 km
1621,21.5879,-158.863244,"(21.5879, -158.86324399999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",65.1285285695239 km
1622,21.58914,-157.813333,"(21.58914, -157.813333)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",12.911829029844817 km
1623,21.58983,-155.114367,"(21.58983, -155.114367)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",144.90637592579904 km
1624,21.59087,-157.445901,"(21.590870000000002, -157.445901)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",37.663198945637916 km
1625,21.59177,-155.202159,"(21.59177, -155.202159)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",137.22875399017548 km
1626,21.59423,-157.634499,"(21.59423, -157.634499)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",24.85008089442484 km
1627,21.59521,-158.024225,"(21.59521, -158.024225)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",7.830256000799182 km
1628,21.59536,-158.878385,"(21.59536, -158.878385)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",63.39433813786246 km
1629,21.59642,-157.748993,"(21.596420000000002, -157.74899299999998)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",18.735603100694266 km
1630,21.60016,-158.714057,"(21.60016, -158.714057)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",57.64321997666342 km
1631,21.60158,-157.53263,"(21.60158, -157.53263)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",31.637588451312737 km
1632,21.6019,-155.707501,"(21.6019, -155.707501)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",97.86469588567309 km
1633,21.6021,-156.804141,"(21.6021, -156.804141)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",68.45274000705884 km
1634,21.60326,-156.694598,"(21.603260000000002, -156.69459799999998)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",66.93799682618886 km
1635,21.60344,-156.367917,"(21.60344, -156.367917)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",73.1768616215889 km
1636,21.6037,-158.832749,"(21.6037, -158.832749)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",66.53632510489676 km
1637,21.60791,-155.178149,"(21.60791, -155.178149)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",140.28457735901017 km
1638,21.60795,-158.381001,"(21.60795, -158.381001)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",27.69971772137477 km
1639,21.60891,-158.91418,"(21.60891, -158.91418000000002)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",59.599341567342485 km
1640,21.60964,-155.215922,"(21.60964, -155.215922)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",137.09351167638437 km
1641,21.61111,-157.918372,"(21.61111, -157.918372)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",3.9602216142741096 km
1642,21.61521,-158.323305,"(21.61521, -158.323305)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",24.333670274938488 km
1643,21.61521,-156.881757,"(21.61521, -156.881757)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",72.07833795914658 km
1644,21.61777,-156.367109,"(21.61777, -156.367109)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",74.66172588963957 km
1645,21.61822,-157.961113,"(21.61822, -157.96111299999998)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",5.153574712866608 km
1646,21.62195,-156.214248,"(21.62195, -156.214248)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",77.40689867541231 km
1647,21.62471,-158.485671,"(21.62471, -158.485671)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",37.380445889741246 km
1648,21.62537,-159.301458,"(21.62537, -159.301458)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",31.17431342151883 km
1649,21.62578,-157.645817,"(21.62578, -157.645817)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",27.570882079706553 km
1650,21.62716,-156.460772,"(21.62716, -156.460772)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",72.32760300046965 km
1651,21.62969,-155.574486,"(21.62969, -155.574486)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",109.49669538016548 km
1652,21.63269,-158.705229,"(21.63269, -158.705229)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",58.015592046244656 km
1653,21.63387,-158.206033,"(21.63387, -158.20603300000002)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",21.05944921194029 km
1654,21.63428,-158.708789,"(21.63428, -158.708789)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",58.42318163171794 km
1655,21.63871,-156.730673,"(21.63871, -156.730673)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",71.17054395508123 km
1656,21.64002,-157.814054,"(21.64002, -157.814054)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",11.17520745662606 km
1657,21.64269,-156.867734,"(21.642689999999998, -156.867734)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",74.51706732091573 km
1658,21.64331,-157.566794,"(21.64331, -157.566794)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",33.074360865936065 km
1659,21.64664,-158.00369,"(21.646639999999998, -158.00368999999998)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",8.480169835824942 km
1660,21.64786,-156.314291,"(21.64786, -156.314291)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",79.4953613372191 km
1661,21.64864,-156.438078,"(21.64864, -156.438078)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",75.28464212779976 km
